Name,Date,Rate
Pride and Prejudice and Zombies,2016,5.8
300: Rise of an Empire,2014,6.2
The Frighteners,1996,7.1
A Bug's Life,1998,7.2
Real Steel,2011,7.0
Barney Miller,2011,8.2
The Edge of Seventeen,2016,7.3
"Gordon, Gino & Fred's Road Trip",2016,8.5
Bergerac,2016,6.7
Maze Runner: The Death Cure,2018,6.3
The Rockford Files,2018,8.1
The NeverEnding Story,1984,7.4
Top of the Lake,1984,7.5
Papillon,1973,8.0
Nope,2022,No Rate
Conan the Barbarian,1982,6.9
Beetlejuice 2,1982,No Rate
The Norm Show,1982,7.9
Le Bureau des Légendes,1982,8.7
Zoolander,2001,6.5
Hellbound: Hellraiser II,1988,6.5
"O Brother, Where Art Thou?",2000,7.7
A Most Violent Year,2014,7.0
Allied,2016,7.1
Scam 1992: The Harshad Mehta Story,2020,9.5
Jupiter Ascending,2015,5.3
The Kissing Booth,2018,6.0
Caddyshack,1980,7.3
Spaceballs,1987,7.1
Separation,2021,4.6
Bob Hearts Abishola,2021,6.7
Diagnosis Murder,2021,6.8
The Underground Railroad,2021,7.4
Crime Stories: India Detectives,2021,7.4
Butch Cassidy and the Sundance Kid,1969,8.0
Blade: Trinity,2004,5.8
Gentleman Jack,2004,8.2
The Ugly Truth,2009,6.4
Cars 3,2017,6.7
Rampage,2018,6.1
Shooter,2018,7.5
The Mysterious Benedict Society,2018,7.7
Emergency!,2018,7.8
Offspring,2018,8.3
Lost City of D,2022,No Rate
The Birdcage,1996,7.1
Your Cheatin' Heart,1964,6.5
The Twilight Saga: New Moon,2009,4.7
Deep Water,2022,No Rate
Bullet Train,2022,No Rate
My Salinger Year,2020,6.4
Coronation Street,2020,5.6
Agent Carter,2020,7.9
The November Man,2014,6.3
Saw II,2005,6.6
The Princess Diaries,2001,6.4
The Golden Compass,2007,6.1
Saved by the Bell,2007,5.1
Back to the Future Part III,1990,7.4
Hostiles,2017,7.2
Versailles,2017,7.9
Outlaw King,2018,6.9
First Man,2018,7.3
Fatherhood,2021,6.6
Clarice,2021,6.5
Deep Blue Sea,1999,5.9
How to Lose a Guy in 10 Days,2003,6.4
47 Ronin,2013,6.3
Pineapple Express,2008,6.9
The Dick Van Dyke Show,2008,8.3
The Jungle Book,2016,7.4
Black Mass,2015,6.9
House on Haunted Hill,1999,5.6
Mile 22,2018,6.1
Lady in the Water,2006,5.5
Crisis,2021,6.2
Demolition Man,1993,6.7
Manhunter,1986,7.2
The Haunting,1963,7.5
Phone Booth,2002,7.0
Adventures in Babysitting,1987,6.9
Buried,2010,7.0
Vanilla Sky,2001,6.9
Creed,2015,7.6
Warrior Nun,2015,6.9
Sword Art Online,2015,7.6
Sunshine,2007,7.2
The Wolverine,2013,6.7
Quantico,2013,6.7
Pretty in Pink,1986,6.8
"Matando Cabos 2, La Máscara del Máscara",2021,4.3
Jurassic Park III,2001,5.9
Mr. Mayor,2001,6.3
Nikita,2001,7.6
Fuller House,2001,6.7
Gaia,2021,5.5
Knowing,2009,6.2
Sonic the Hedgehog 2,2022,No Rate
She's Out of My League,2010,6.4
Project Power,2020,6.0
Fast & Furious,2009,6.6
Awake,2021,4.8
Melrose Place,2021,5.9
The Cell,2000,6.4
Critters,1986,6.1
The Twilight Zone,1986,5.8
Home and Away,1986,5.1
Unforgettable,1986,6.8
Punch-Drunk Love,2002,7.3
Ôdishon,1999,7.2
Waiting...,2005,6.7
The Italian Job,2003,7.0
The New Adventures of Old Christine,2003,7.1
Nitram,2021,7.3
Tucker and Dale vs Evil,2010,7.5
Godzilla,2014,6.4
The Hurt Locker,2008,7.5
Gremlins 2: The New Batch,1990,6.4
The Call of the Wild,2020,6.8
Eastbound & Down,2020,8.2
Queen Sugar,2020,7.6
Spirit Untamed,2021,5.4
Adam-12,2021,7.6
Little Women,1994,7.3
Exodus: Gods and Kings,2014,6.0
Abraham Lincoln: Vampire Hunter,2012,5.9
Friday Night Lights,2004,7.2
Sherlock Holmes 3,2004,No Rate
Holes,2003,7.0
The Good Witch,2008,7.2
The Hot Chick,2002,5.5
The Order,2002,6.8
The Maid,2020,5.7
Stumptown,2020,7.5
Lethal Weapon,1987,7.6
86,1987,8.0
Revenge,2017,6.4
The Beach,2000,6.7
The Domestics,2018,5.7
She's the Man,2006,6.3
Synchronic,2019,6.2
La haine,1995,8.1
The Hitchhiker's Guide to the Galaxy,2005,6.7
In a Lonely Place,1950,8.0
Impractical Jokers,1950,8.5
Post Mortem: No One Dies in Skarnes,1950,7.1
Bring It On,2000,6.1
Andhadhun,2018,8.2
The Shannara Chronicles,2018,7.2
"Two Guys, a Girl and a Pizza Place",2018,7.4
Rango,2011,7.2
Koe no katachi,2016,8.2
The Accident,2019,6.2
Footloose,1984,6.6
A Good Day to Die Hard,2013,5.3
Hollow Man,2000,5.8
Unstoppable,2010,6.8
Disturbia,2007,6.8
Harold and Maude,1971,7.9
Blade II,2002,6.7
Farscape,2002,8.2
X2,2003,7.4
Cougar Town,2003,7.0
Parallel,2018,5.8
Bedazzled,2000,6.0
Teeth,2007,5.4
Bend It Like Beckham,2002,6.6
Crazy Ex-Girlfriend,2002,7.8
Stalker,1979,8.1
Wreck-It Ralph,2012,7.7
Moon,2009,7.8
Brave,2012,7.1
In Treatment,2012,8.2
One Day,2011,7.0
Creepshow,1982,6.9
The 'Burbs,1989,6.9
Straight Outta Compton,2015,7.8
Friends with Benefits,2011,6.5
Eighth Grade,2018,7.4
Tomorrowland,2015,6.4
Big Night,1996,7.3
Deja Vu,2006,7.1
Falling Skies,2006,7.2
Mary Poppins Returns,2018,6.7
The Dark Tower,2017,5.6
The Three Musketeers,2011,5.7
A Good Year,2006,7.0
Braindead,1992,7.5
La piscine,1969,7.1
Metropolis,1927,8.3
Carrie,2013,5.9
Nineteen Eighty-Four,1984,7.1
Witness for the Prosecution,1957,8.4
Vacation,2015,6.1
Hitman: Agent 47,2015,5.7
The Bold and the Beautiful,2015,3.4
The Librarians,2015,7.3
The Guilty,2000,6.1
The Baby-Sitters Club,2000,7.4
Taxi,2000,7.7
Sideways,2004,7.5
Billy Madison,1995,6.4
Seven Pounds,2008,7.6
Formula 1: Drive to Survive,2008,8.6
Creed II,2018,7.1
Hansel & Gretel: Witch Hunters,2013,6.1
The Mortal Instruments: City of Bones,2013,5.9
Ultimo tango a Parigi,1972,7.0
Alfred Hitchcock Presents,1972,8.5
Phineas and Ferb,1972,8.0
United 93,2006,7.6
Revolution,2006,6.7
Odd Thomas,2013,6.8
Trolls World Tour,2020,6.1
National Treasure,2004,6.9
Låt den rätte komma in,2008,7.9
The Education of Fredrick Fitzell,2020,5.4
Shrill,2020,7.4
Last Christmas,2019,6.5
Hotel Mumbai,2018,7.6
Alone,2020,6.2
The Punisher,2004,6.4
The Missing,2004,8.2
Captain Phillips,2013,7.8
Seungriho,2021,6.6
Career Opportunities,1991,5.9
Thelma,2017,7.0
Keeping Up with the Kardashians,2017,2.8
Now You See Me 2,2016,6.5
You've Got Mail,1998,6.7
Holidate,2020,6.1
The Boy,2016,6.0
Mowgli,2018,6.5
Hercules,2014,6.0
High School Musical,2006,5.5
House,1985,6.2
Guardians of the Galaxy Vol. 3,2023,No Rate
Buddy Games,2019,4.8
American Housewife,2019,7.4
Ginger Snaps,2000,6.8
My Wife and Kids,2000,6.9
The Girl in the Spider's Web,2018,6.1
Friday the 13th: A New Beginning,1985,4.8
The King's Speech,2010,8.0
Operation Fortune: Ruse de guerre,2022,No Rate
Blue Mountain State,2022,8.3
All Good Things,2010,6.3
xXx,2002,5.9
Bound,1996,7.3
La montaña sagrada,1973,7.9
Eden Lake,2008,6.8
Osmosis Jones,2001,6.3
Shiva Baby,2020,7.1
Det som göms i snö,2020,7.4
Father of the Bride Part 3 (ish),2020,7.0
Moonshine,2020,5.7
Hill Street Blues,2020,8.1
Life in Pieces,2020,8.0
The Shallows,2016,6.3
Elizabeth,1998,7.4
Green Room,2015,7.0
The Fighter,2010,7.8
Pitch Perfect 3,2017,5.8
Pushing Daisies,2017,8.3
2 Fast 2 Furious,2003,5.9
We Can Be Heroes,2020,4.7
Anchorman 2: The Legend Continues,2013,6.3
Gifted,2017,7.6
Master of None,2017,8.3
Tears of the Sun,2003,6.6
Humans,2003,8.0
Hell Fest,2018,5.5
Future Man,2018,7.7
Triple Frontier,2019,6.4
Jigsaw,2017,5.8
Orphan: First Kill,2017,No Rate
Family Ties,2017,7.2
The Legend of Tarzan,2016,6.2
Friday the 13th Part VI: Jason Lives,1986,6.0
Mission: Impossible III,2006,6.9
Catch the Bullet,2021,2.7
The Big Sick,2017,7.5
Robots,2005,6.3
The Covenant,2006,5.3
Last Week Tonight with John Oliver,2006,8.9
North by Northwest,1959,8.3
Slap Shot,1977,7.3
Fracture,2007,7.2
Harold & Kumar Go to White Castle,2004,7.0
SurrealEstate,2004,7.2
Madagascar,2005,6.9
A Boy Called Christmas,2021,No Rate
Silk Road,2021,5.9
Wish Dragon,2021,7.2
The Boondocks,2021,8.4
Angel Has Fallen,2019,6.4
I Am Not Okay with This,2020,7.5
Day of the Woman,1978,5.7
Velvet Buzzsaw,2019,5.7
Carol,2015,7.2
Karppi,2015,7.3
Planet Terror,2007,7.0
Clash of the Titans,1981,6.9
Widows,2018,6.9
The Exorcist,2018,8.0
"As Above, So Below",2014,6.2
Self/less,2015,6.5
Anna Karenina,2012,6.6
The Book of Life,2014,7.3
Medium,2014,7.0
Elf,2003,7.0
Itaewon Keullasseu,2020,8.2
Channel Zero,2020,7.2
The House with a Clock in Its Walls,2018,6.1
Up in the Air,2009,7.4
Lady of the Manor,2021,5.1
Being There,1979,8.0
Alien: Resurrection,1997,6.2
Melancholia,2011,7.2
Buck Rogers in the 25th Century,2011,6.9
Badehotellet,2011,7.7
Resident Evil: Retribution,2012,5.4
Six Minutes to Midnight,2020,5.8
Changeling,2008,7.7
A Beautiful Day in the Neighborhood,2019,7.3
Atlantis: The Lost Empire,2001,6.9
Dracula,1958,7.3
The Day of the Jackal,1973,7.8
Sherlock Holmes: A Game of Shadows,2011,7.5
Blended,2014,6.5
The Thing from Another World,1951,7.1
Gekijouban Nanatsu no Taizai: Hikari ni Norowareshi Mono-tachi,2021,6.5
42,2013,7.5
France,2021,5.5
Some Like It Hot,1959,8.2
Hostel: Part II,2007,5.5
The Day the Earth Stood Still,2008,5.5
Who's the Boss?,2008,6.6
One Day at a Time,2008,6.5
Barbarella,1968,5.9
Mary Tyler Moore,1968,8.1
Yakuza Princess,2021,4.4
Leprechaun,1993,4.8
Wayward Pines,1993,7.4
Ally McBeal,1993,6.8
Quincy M.E.,1993,7.3
Forsaken,2015,6.3
The People Under the Stairs,1991,6.4
[Rec],2007,7.4
Das Boot,1981,8.3
Come Play,2020,5.7
Nosferatu,1922,7.9
Wo hu cang long,2000,7.8
The Dark and the Wicked,2020,6.1
Descendants 3,2019,6.6
The Emperor's New Groove,2000,7.4
Fantastic Four,2015,4.2
The Secret Life of Pets,2016,6.5
Steven Universe,2016,8.2
4400,2016,No Rate
Hulk,2003,5.6
Fumetsu no Anata e,2003,8.8
Ed Wood,1994,7.8
Made for Love,1994,6.9
Hotel Del Luna,2019,8.2
Grindhouse,2007,7.5
Case 39,2009,6.2
Chocolat,2000,7.2
Fast Five,2011,7.3
Spider-Man,2011,8.4
A Cure for Wellness,2016,6.4
Mystery Men,1999,6.1
World's Greatest Dad,2009,6.9
In the Line of Fire,1993,7.2
The Mummy: Tomb of the Dragon Emperor,2008,5.2
Dark Matter,2008,7.5
Out of Death,2021,3.1
The F Word,2013,6.8
Swamp Thing,2019,7.5
The Cosby Show,2019,7.3
A Nightmare on Elm Street: The Dream Child,1989,5.1
Stage Door,1937,7.8
The Adventures of Tintin,2011,7.3
Army Wives,2011,7.4
Leatherface,2017,5.0
Marie Antoinette,2006,6.5
Kenpû Denki Berserk,2006,8.7
3 from Hell,2019,5.5
Joy,2015,6.6
Homecoming,2015,7.5
Ice Age,2002,7.5
The Descendants,2011,7.3
Raising Arizona,1987,7.3
Spenser Confidential,2020,6.2
"Love, Rosie",2014,7.2
Last Action Hero,1993,6.4
The Curse of Oak Island,1993,7.0
Insatiable,1993,6.5
Salem,1993,7.2
Lady Macbeth,2016,6.8
AINBO: Spirit of the Amazon,2021,4.7
Laëtitia,2021,7.0
You Were Never Really Here,2017,6.8
The Emoji Movie,2017,3.3
Monster's Ball,2001,7.0
Jaws 2,1978,5.8
Hotel Desire,2011,5.7
American Assassin,2017,6.2
The Autopsy of Jane Doe,2016,6.8
Mortal Engines,2018,6.1
Saw 3D,2010,5.6
PEN15,2010,8.0
Sunset Blvd.,1950,8.4
The Voices,2014,6.4
Kung fu,2004,7.7
Revenge of the Nerds,1984,6.6
The Midnight Sky,2020,5.6
Major League,1989,7.2
Runaways,1989,7.0
Sister Act,1992,6.4
Koroshiya 1,2001,7.0
The Amityville Horror,1979,6.2
The Doors,1991,7.2
Ghost Rider,2007,5.3
Swiss Army Man,2016,7.0
Last of the Summer Wine,2016,7.0
A Walk to Remember,2002,7.3
The Guernsey Literary and Potato Peel Pie Society,2018,7.4
Streets of Fire,1984,6.7
The Tree of Life,2011,6.8
Victor Frankenstein,2015,6.0
Child's Play 2,1990,5.9
Skyscraper,2018,5.8
The Mountain Between Us,2017,6.4
Colombiana,2011,6.4
The Souvenir,2019,6.4
Gosford Park,2001,7.2
The Man Who Killed Don Quixote,2018,6.4
Per un pugno di dollari,1964,8.0
Black Lightning,1964,6.1
Threesome,1964,7.1
Bliss,2021,5.4
Rise of the Planet of the Apes,2011,7.5
The Guns of Navarone,1961,7.5
A History of Violence,2005,7.4
Crawlspace,2016,5.1
Our Friend,2019,7.3
Deepwater Horizon,2016,7.1
AVP: Alien vs. Predator,2004,5.6
Seed of Chucky,2004,4.8
Twitches,2005,5.8
The Cloverfield Paradox,2018,5.5
Chicago,2002,7.2
The Division,2022,No Rate
Burnt,2015,6.6
Bunk'd,2015,5.4
Love You To Death,2019,6.1
Casualty,2019,6.1
Tonari no Totoro,1988,8.2
Namhansanseong,2017,6.8
The Bank Job,2008,7.2
Under Siege,1992,6.5
PAW Patrol,1992,6.1
A Million Ways to Die in the West,2014,6.1
Dogma,1999,7.3
Toy Story 3,2010,8.2
Walking Tall,2004,6.3
Colossal,2016,6.2
Freddy's Dead: The Final Nightmare,1991,4.9
Pánico en el Transiberiano,1972,6.6
The Twilight Saga: Breaking Dawn - Part 1,2011,4.9
The Basketball Diaries,1995,7.3
Val,2021,6.3
The Nightingale,2018,7.3
Awakenings,1990,7.8
Rush Hour 2,2001,6.6
The Adam Project,2022,No Rate
The Good Son,1993,6.4
The Amazing World of Gumball,1993,8.2
Filth,2013,7.1
Overboard,1987,6.9
Cartel,2021,8.9
Les frères Sisters,2018,6.9
The Disaster Artist,2017,7.4
The Society,2019,7.1
Mission: Impossible II,2000,6.1
The Way Back,2020,6.7
Boy Erased,2018,6.9
Field of Dreams,1989,7.5
Utopia,1989,8.4
Ralph Breaks the Internet,2018,7.0
Masquerade,2021,3.8
The Princess and the Frog,2009,7.1
The Interview,2014,6.5
The Hangover Part II,2011,6.5
The Opposite Sex,1956,6.1
The Borgias,1956,7.9
Nuovo Cinema Paradiso,1988,8.5
Rogue Hostage,2021,3.1
Lost in Space,2021,7.2
Workaholics,2021,8.1
Wonder Woman,2021,7.1
Boyhood,2014,7.9
31,2016,5.1
Peppermint,2018,6.5
Alexander,2004,5.6
Killing Them Softly,2012,6.2
The Invitation,2015,6.6
Steel Magnolias,1989,7.3
Flipped,2010,7.7
Counterpart,2010,8.1
Never Let Me Go,2010,7.1
Leyla ile Mecnun,2010,9.1
Wizards of Waverly Place,2010,6.9
Inside Llewyn Davis,2013,7.5
Miseuteo Shunshain,2018,8.8
Savages,2012,6.5
House of Wax,1953,7.1
Predator 2,1990,6.3
Violet,2021,6.5
Loudermilk,2021,7.8
Grease 2,1982,4.4
The Slumber Party Massacre,1982,5.7
Bachelor in Paradise,1982,5.3
Fairy Tail: Fearî teiru,1982,8.0
The Old Ways,2020,5.4
My Girl,1991,6.9
Invasion of the Body Snatchers,1978,7.4
History of Horror,1978,8.1
Aurora Teagarden Mysteries,1978,7.7
Candy,1978,8.7
One Hundred and One Dalmatians,1961,7.3
The Abyss,1989,7.5
The Chronicles of Riddick,2004,6.7
Geomeun Taeyang,2004,7.7
Virgin Territory,2007,4.8
Kljun,2007,7.3
Night of the Demons,1988,6.2
Brazil,1985,7.9
Dune World,2021,1.2
21,2008,6.8
Serbuan maut,2011,7.6
Grace,2011,7.2
Frailty,2001,7.2
Secret Window,2004,6.5
RuPaul's Drag Race UK,2004,8.4
Chernobyl,2021,5.0
Southbound,2015,5.9
DuckTales,2015,8.2
Street Fighter,1994,4.0
The Politician,1994,7.5
Cliffhanger,1993,6.4
Predators,2010,6.4
Professor T,2010,6.9
My Fair Lady,1964,7.8
Geostorm,2017,5.3
The Flintstones,1994,4.9
The Cannonball Run,1981,6.3
Shrek the Third,2007,6.1
Nou fo,2021,7.0
Knight Rider,2021,6.9
Torchwood,2021,7.7
The Life & Times of Tim,2021,8.2
Wayne's World,1992,7.0
The Curse of La Llorona,2019,5.3
The Fall,2006,7.9
Sexy Beast,2000,7.3
Silent Night,2021,7.2
LOL,2012,4.4
Bridget Jones's Diary,2001,6.7
The Tax Collector,2020,4.8
The Invasion,2007,5.9
Fantasy Island,2007,6.5
Love,2007,7.6
50 First Dates,2004,6.8
Bridge to Terabithia,2007,7.2
Varsity Blues,1999,6.5
The Perfect Storm,2000,6.4
Akira,1988,8.0
All Creatures Great & Small,1988,8.4
Thunder Force,2021,4.4
Four Good Days,2020,6.6
Fatal Attraction,1987,6.9
Seutateueob,1987,8.1
Confissões de uma Garota Excluída,2021,5.1
Wall Street,1987,7.4
Singin' in the Rain,1952,8.3
3:10 to Yuma,2007,7.7
Tully,2018,7.0
Just Shoot Me!,2018,6.8
Them!,1954,7.2
Turner & Hooch,1989,6.2
Happiest Season,2020,6.6
Re-Animator,1985,7.2
The Virgin Suicides,1999,7.2
Bad Teacher,2011,5.6
Malcolm X,1992,7.7
Body of Proof,1992,7.1
The Poison Rose,2019,4.7
Broken Arrow,1996,6.1
Addams Family Reunion,1998,4.0
Le pacte des loups,2001,7.0
Den som dræber - Fanget af mørket,2001,7.5
Per qualche dollaro in più,1965,8.2
The Campaign,2012,6.1
Rambo: First Blood Part II,1985,6.5
Tango & Cash,1989,6.4
Insomnia,2002,7.2
The Spy Who Dumped Me,2018,6.1
High Fidelity,2000,7.5
Ocean's Twelve,2004,6.5
Idle Hands,1999,6.2
Not Fade Away,2012,6.0
Saturday Night Fever,1977,6.8
Dora and the Lost City of Gold,2019,6.1
Samaritan,2022,No Rate
Nerve,2016,6.5
9,2009,7.1
Steins;Gate,2009,8.8
My Little Pony: Friendship Is Magic,2009,7.6
"Hush...Hush, Sweet Charlotte",1964,7.6
127 Hours,2010,7.5
Sanditon,2010,7.8
F Is for Family,2010,8.0
This Means War,2012,6.3
Night of the Animated Dead,2021,4.0
What Women Want,2000,6.4
I Spit on Your Grave 2,2013,5.7
Oz the Great and Powerful,2013,6.3
"Se, jie",2007,7.5
Better Things,2007,7.8
Hellboy,2004,6.8
El secreto de sus ojos,2009,8.2
Mimi,2021,8.0
Mia,2017,6.9
Logan's Run,1976,6.8
The Ninth Gate,1999,6.7
Risky Business,1983,6.8
Rio,2011,6.9
"Honey, I Shrunk the Kids",1989,6.4
Professionals,1989,5.4
High School Musical: The Musical - The Series,1989,7.3
Ode to Joy,2019,6.4
The Foreigner,2017,7.0
Exposed,2016,4.3
"Walker, Texas Ranger",2016,5.6
Pet Sematary,2019,5.7
Jack Irish,2019,7.8
The Age of Innocence,1993,7.2
Wallander,1993,7.9
Doctor,2021,8.6
National Lampoon's Christmas Vacation,1989,7.6
Mighty Morphin Power Rangers,1989,6.5
The Unborn,2009,4.8
Big Daddy,1999,6.4
Dangal,2016,8.4
Taineun Jiokida,2019,7.9
Diary of a Wimpy Kid,2010,6.2
The Bad News Bears,1976,7.3
Knightfall,1976,6.8
Close Encounters of the Third Kind,1977,7.6
The Unbearable Weight of Massive Talent,2022,No Rate
Kick-Ass 2,2013,6.5
The Bay,2013,7.1
Sling Blade,1996,8.0
Power Rangers,2017,5.9
Superman Returns,2006,6.0
Zack and Miri Make a Porno,2008,6.5
The World's End,2013,7.0
Young & Hungry,2013,7.4
The Rifleman,2013,8.3
The Other Lamb,2019,5.2
How the Grinch Stole Christmas,2000,6.2
The Omega Man,1971,6.5
Kajillionaire,2020,6.4
The Grudge,2004,5.9
Easy,2004,6.9
Journey 2: The Mysterious Island,2012,5.8
Lucía y el sexo,2001,7.1
Basic Instinct 2,2006,4.4
Cult of Chucky,2017,5.2
Enough Said,2013,7.0
Search Party,2013,7.7
Good Grief,2013,7.2
The Secret Life of the American Teenager,2013,5.0
Mothering Sunday,2021,6.3
Match Point,2005,7.6
Scoob!,2020,5.7
Packed to the Rafters,2020,7.4
Lightyear,2022,No Rate
M*A*S*H,1970,7.5
Midnight Express,1978,7.6
The Nun's Story,1959,7.6
The Whole Nine Yards,2000,6.7
Resident Evil: Apocalypse,2004,6.2
Transformers: Revenge of the Fallen,2009,6.0
Hell House LLC,2015,6.4
Dynasty,2015,6.3
The Durrells,2015,8.2
Mid90s,2018,7.4
Die Schlangengrube und das Pendel,1967,5.9
Dennis the Menace,1993,5.6
Terminator 3: Rise of the Machines,2003,6.3
Relatos salvajes,2014,8.1
Hannah Montana,2014,5.2
1408,2007,6.8
The Fly,1958,7.1
The Scorpion King,2002,5.5
Ouija,2014,4.5
Cleopatra,1963,7.0
Re:Zero kara hajimeru isekai seikatsu,1963,8.1
Sacred Games,1963,8.6
Domina,1963,7.0
Kitbag,1963,No Rate
The World to Come,2020,6.2
Anastasia,1997,7.2
Hausu,1977,7.4
Sorry to Bother You,2018,6.9
Triangle,2009,6.9
Lonely Hearts,2006,6.4
The Changeling,1980,7.2
The Constant Gardener,2005,7.4
The People vs. Larry Flynt,1996,7.3
Aterrados,2017,6.5
Security,2017,5.7
Undercover,2017,7.8
Truth or Dare,2018,5.2
She-Ra and the Princesses of Power,2018,7.9
Endless Love,1981,4.9
Roswell,1981,7.5
All or Nothing: Toronto Maple Leafs,2021,7.7
That's My Boy,2012,5.5
Blow,2001,7.6
Beauty and the Beast,2001,7.1
Howard the Duck,1986,4.7
Let Me In,2010,7.1
Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,2020,6.6
Dollface,2020,7.4
The Road,2009,7.2
Hillbilly Elegy,2020,6.7
Ladies in Black,2018,6.8
Solos,2018,5.9
Don't Look Now,1973,7.2
Bright,2017,6.3
Transformers: Dark of the Moon,2011,6.2
Minions,2015,6.4
Det sjunde inseglet,1957,8.2
Hemlock Grove,1957,7.1
Father of the Bride,1991,6.5
How to Be Single,2016,6.1
Jason Goes to Hell: The Final Friday,1993,4.2
Goosebumps 2: Haunted Halloween,2018,5.6
Dogville,2003,8.0
Indecent Proposal,1993,6.0
Gretel & Hansel,2020,5.4
Tehran,2020,7.4
Pâfekuto burû,1997,8.0
Romeo and Juliet,1968,7.6
Family Business,1968,7.4
Zoo,1968,6.7
Cry-Baby,1990,6.5
The Fabelmans,2022,No Rate
McDonald & Dodds,2022,7.4
Sex Tape,2014,5.1
The Power,2021,5.5
The Nutty Professor,1996,5.6
Mashina lyubvi,2016,4.1
The Prince,2016,5.4
An American Werewolf in Paris,1997,5.1
Red Dawn,1984,6.4
Creature from the Black Lagoon,1954,7.0
Dubai Presents: A Five-Star Mission,2021,5.8
Lost Girl,2021,7.7
Journey to the Center of the Earth,2008,5.8
Colonia,2015,7.1
Three Amigos!,1986,6.5
The Ten Commandments,1956,7.9
Brain Freeze,2021,4.6
Videodrome,1983,7.2
Chung Hing sam lam,1994,8.1
God's Own Country,2017,7.7
The Last Boy Scout,1991,7.0
Original Sin,2001,6.1
John Wick: Chapter 3 - Parabellum: HBO First Look,2019,7.6
Machete,2010,6.6
The Amityville Moon,2021,3.1
Arcane: League of Legends,2021,No Rate
Soylent Green,1973,7.1
Everwood,1973,7.5
The Dark Crystal: Age of Resistance,2019,8.4
Captive State,2019,6.0
Rake,2019,8.5
Abominable,2019,7.0
The Voice,2019,6.5
The Upside,2017,7.0
The Great Escape,1963,8.2
Daybreakers,2009,6.4
Annie,2014,5.3
Inside Job,2014,No Rate
Need for Speed,2014,6.4
Bruce Almighty,2003,6.8
American Honey,2016,7.0
Robin Hood: Men in Tights,1993,6.7
Roma,2018,7.7
Ghostland,2018,6.4
Brooklyn,2015,7.5
St. Elmo's Fire,1985,6.4
Nacho Libre,2006,5.8
The Dictator,2012,6.4
Happy!,2012,8.2
The Inbetweeners,2012,8.4
Before Midnight,2013,7.9
Harlots,2013,7.7
The Mighty Ducks,1992,6.6
Crank,2006,6.9
L'iniziazione,1986,5.8
Joy Ride,2001,6.6
Jessie,2001,6.0
The Bone Collector,1999,6.7
Poltergeist II: The Other Side,1986,5.7
The Hills Have Eyes,1977,6.3
The Circle,2017,5.4
Spell,2020,5.5
The Crush,1993,5.8
Criminal,2016,6.3
Tell Me a Story,2016,7.2
Dark Shadows,2016,8.0
Despicable Me 2,2013,7.3
My Bloody Valentine,2009,5.4
South Beach Love,2021,6.0
Absentia,2011,5.8
The Beguiled,2017,6.3
Professor Marston and the Wonder Women,2017,7.1
The Missing,2003,6.5
Village of the Damned,1995,5.7
Romance,1999,5.3
Raising Hope,1999,8.0
Something's Gotta Give,2003,6.7
M - Eine Stadt sucht einen Mörder,1931,8.3
Burn After Reading,2008,7.0
Gentlemen Prefer Blondes,1953,7.2
Eastern Promises,2007,7.6
This Is Spinal Tap,1984,7.9
Before Sunset,2004,8.1
The Kissing Booth 3,2021,4.7
Undercover,2021,8.2
Vampires,1998,6.1
Six,1998,7.3
The Practice,1998,7.7
Lara Croft Tomb Raider: The Cradle of Life,2003,5.6
Clear and Present Danger,1994,6.9
Roman Empire,1994,7.0
Covert Affairs,1994,7.3
Monster,1994,8.6
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,6.0
Sardar Udham,2021,9.2
Scary Movie 5,2013,3.5
Tales from the Loop,2013,7.5
Bom yeoreum gaeul gyeoul geurigo bom,2003,8.0
Waitress,2007,7.0
Explained,2007,8.0
Shakespeare & Hathaway: Private Investigators,2007,7.6
The Rocky Horror Picture Show: Let's Do the Time Warp Again,2016,4.2
DOA: Dead or Alive,2006,4.8
Good on Paper,2021,5.6
Coach Carter,2005,7.3
Calls,2005,7.7
8 Simple Rules... for Dating My Teenage Daughter,2005,7.0
Empire of the Sun,1987,7.7
Outbreak,1995,6.6
Dream House,2011,6.0
Dog Day Afternoon,1975,8.0
Knocked Up,2007,6.9
Zone Blanche,2007,7.5
What Dreams May Come,1998,7.0
Kôkaku Kidôtai,1995,8.0
Party of Five,1995,6.8
Sex and the City 2,2010,4.5
Code 8,2019,6.1
Begin Again,2013,7.4
Black Christmas,1974,7.2
Circle,2015,6.0
Scooby-Doo and Guess Who?,2015,7.3
My Big Fat Greek Wedding,2002,6.6
The Dukes of Hazzard,2002,7.1
All the Bright Places,2020,6.5
Tolkien,2019,6.8
Equilibrium,2002,7.4
Devious Maids,2002,7.8
Nine 1/2 Weeks,1986,6.0
The Mortuary Collection,2019,6.4
Stronger,2017,6.9
Ghost World,2001,7.3
Frida,2002,7.4
The Boss Baby,2017,6.3
Piranha 3D,2010,5.4
The Mist,2017,5.4
Unsane,2018,6.4
Donnie Brasco,1997,7.7
The Outer Limits,1997,7.7
City Slickers,1991,6.8
xXx: Return of Xander Cage,2017,5.2
Babel,2006,7.4
A Monster Calls,2016,7.5
Dorian Gray,2009,6.2
Siren,2009,7.0
